Title,Link,Published Date,Article Text
Indian Army issues RFI for 155/52 caliber towed howitzer but there is a Catch,https://idrw.org/indian-army-issues-rfi-for-155-52-caliber-towed-howitzer-but-there-is-a-catch/,"December 21, 2022","SOURCE: RAUNAK KUNDE / NEWS BEAT / IDRW.ORG Indian Army has issued a Request for Information (RFI) for the procurement of the 155/52 caliber towed howitzer but weight limits in the RFI could debar India’s indigenously developed Advanced Towed Artillery Gun System (ATAGS) towed 155 mm/52 caliber howitzer because of the weight ridder that was in the RFI. RFI says that a 55/52 caliber towed howitzer should be able to operate with existing Gun Towing Vehicles (GTV), hence weight of the gun systems preferably should be less than 15 tons. The 15-ton limit could mean that 18-ton ATAGS won’t clear even though it has completed most of the user trials and will clear the last few procedural trials in 2023. Last week Indian Army has been issued Acceptance of Necessity (AoN) for the procurement of 252 Gun Towing Vehicles (GTV) that should be able to tow a 20-ton Gun. It seems new GTVs that can support and tow a 20-ton gun will be procured for the limited Scale production of ATAGS that has been planned after the clearing of trials from 2023. Kalyani developed a 155 mm / 52 caliber MArG-ER Gun and Bharat-52 might be the only gun that will meet the 15-ton criteria set in the latest RFI but for a while, the Indian Army has been eyeing to procure 400 Elbit’s Autonomous Towed Howitzer Ordnance System (ATHOS) that was declared the lowest bidder (L1) in 2019 after exhaustive ‘Field Trial Cum Evaluation Process’ spread over several years which also meets weight criteria."
India to clear MQ-9B RPA purchase with local manufacturing condition,https://idrw.org/india-to-clear-mq-9b-rpa-purchase-with-local-manufacturing-condition/,"December 21, 2022","SOURCE: RAUNAK KUNDE / NEWS BEAT / IDRW.ORG India and General Atomics have completed advanced levels of talks that will clear the path for the procurement of 30 MQ-9B Sky Guardian remotely piloted aircraft systems (RPAS), to boost India’s intelligence, surveillance, and reconnaissance capabilities. Sales will be facilitated through Foreign Military Sales (FMS) a government-to-government agreement that will also ensure that 18 MQ-9B Sky Guardian RPAS will be locally assembled in India and 12 will be procured directly off the shelf. The deal is estimated to be for $3 Billion which could make MQ-9B per unit cost $100 million per unit which is twice more expensive than the Tejas Mk1A fighter jet that was ordered by IAF last year. General Atomics to sweeten the deal DRDO will be allowed access to some of the niche technologies like Lynx multi-mode radar that can be later used in the Tapas and HALE Class UAVs that are under development. 30 RPAs will see a three-way equal split between Army, Air Force, and Navy. Recently a delegation from Uttar Pradesh State visited the General Atomics facilities in the United States and offered land for manufacturing of its UAVs in the country at the upcoming Uttar Pradesh Defence Industrial Corridor (UP DIC)."
"Japan to export Maritime systems, India to ask to bid on P-75-I",https://idrw.org/japan-to-export-maritime-systems-india-to-ask-to-bid-on-p-75-i/,"December 20, 2022","SOURCE: RAUNAK KUNDE / NEWS BEAT / IDRW.ORG Tokyo has initiated a re-balance of power in the Indo-Pacific and added weight to the QUAD initiative and in its bids to forge military ties with India, Japan has agreed to clear Maritime systems and technology that India is keen to acquire from Japan for which it has mended its export control laws. Japan already has cleared India’s request for stealth antennas which is called Unicorn, which houses numerous antennas in a horn-shaped structure for its Next Generation warships that India plans to develop but India is likely to ask Japan to send its proposals for the procurement of six next-generation conventional submarines that India plans to procure under its Project-75I (India). People familiar with the development told idrw.org that, the MoD and Navy have requested through diplomatic channels to Japan to send their bids for the Request for Proposal (RFP) that was floated by the Indian Navy that has been extended till Next August 2023 due to lack of competitors in the bid. Japan’s Soryu class and its successor Taigei-class submarine both met two critical niche technical requirements that the Indian Navy wants in its next-generation submarine that are proven and tested air-independent propulsion (AIP) system and lithium-ion batteries. In 2015, then Defense Minister of India Manohar Parrikar expressed his readiness to consider acquiring Soryu-class diesel-electric submarines under Project-75I (India) but Japan stayed out of the tender process due to its stringent export control laws."
Hindustan-228: HAL plans to Make a VIP Variant for Private charters,https://idrw.org/hindustan-228-hal-plans-to-make-a-vip-variant-for-private-charters/,"December 20, 2022","SOURCE: RAUNAK KUNDE / NEWS BEAT / IDRW.ORG Hindustan Aeronautics Limited (HAL) has plans to develop a new variant of its 19-seater Hindustan-228 based on the multipurpose light transport aircraft Do-228 that can be used by Charter service aggregator that caters to business executives travel for which it is working on a VVIP seating interior arrangements. According to market leaders, The absence of business class seats on regular commercial flights has led to passengers being mindful of their privacy in charter aircraft services that are booming in the country where demand for planes is growing so the growing market for charters. Hindustan-228 in VIP configuration will not only be marketed to Charter service aggregators but also to rich business houses and to state- governments that are looking for VIP Transporters for state heads."
Indian BMD long Range Radar site nearing completion,https://idrw.org/indian-bmd-long-range-radar-site-nearing-completion/,"December 20, 2022","SOURCE: RAUNAK KUNDE / NEWS BEAT / IDRW.ORG According to a report in Danik Bhaskar, on the plains of Agawali, 30 km from the Udaipur, two dome-like structures have come up in the area on a hill near Pipliyaji which could be the first site of the radars to track enemy missiles which is part of the ballistic missile defense grid will help guard New Delhi and Mumbai. It is likely that this dome has L-band long-range tracking radar (LRTR) and is the first of four sites that will have LRTR radar to monitor launches for ballistic missiles on the western sector but also to provide crucial data for India’s Phase-1 of the ballistic missile defense (BMD) network. As per satellite imagery, India is working on three more such sites one each in Madhya Pradesh, Uttarakhand, and another one in Rajasthan. It is expected that work on the first radar site will be completed by mid-2023 and the rest will become operational by 2024."
OPINION : Why India has not been able to crack the warship Export market ?,https://idrw.org/opinion-why-india-has-not-been-able-to-crack-the-warship-export-market/,"December 20, 2022","SOURCE: SATYAJEET KUMAR/ FOR MY TAKE / IDRW.ORG Defense minister Rajnath Singh at the formal induction of the second of the four Visakhapatnam class destroyers, indigenously designed by the Indian Navy’s Warship Design Bureau and built by Mazagon Dock Shipbuilders Ltd (MDL) said that India will do shipbuilding for the world. India which has been designing warships like frigates and destroyers for the last 40 years is yet to sell such large displacement vessels while it has had some success with the sale of fast patrol boats and offshore patrol vessels (OPVs) up to 1300-tonne but has not been able to crack niche segment for Naval warships like frigates and destroyers for some time now and its crucial India gets its act right if it wants to be in top exporters of defense equipment in next 15-20 years. Indian warships like frigates have a very competitive price point that makes them better than European frigates in the segment but can’t compete with Chinese frigates in the export market that undercut Indian frigates in almost all criteria. Chinese Type 054A frigate as an estimated cost of around $350 million and are mass-produced with the adoption of modular construction methods that allows multiple shipyards to manufacture them at speeds that are nearly impossible to replicate what is also impressive is that Chinese shipyards can manage three shift construction schedule that allows them to deliver Type 054A class frigate within 4 years after concluding its internal trials that include weapons trials all in the timeframe of 4 years. India’s Nilgiri-class frigate which is still under construction has an estimated cost of around $500 million per ship the first ship will come out in 2023 nearly 6 years after its keel was laid in 2017 and the second ship is expected to be ready in 2024 nearly 5 years after its keel was laid in 2019. In the last 35 or so of building warships in the country, India has been able to bring down construction time by 3 years down from 9 years to 6 years but it is still slow as per International standards where the average construction time for frigate class warships never exceeds 4 years. The cost of an Indian frigate and a Russian Frigate usually hovers around the $450-500 million mark so it makes India quite favorable in the export market in the Russian sphere of influence. Just for comparison, other frigates that are currently under production like a British frigate will cost around $536 million, and the French FREMM frigate at around $553.9 million. Indian shipyards need to adopt modular constructions and reduce the manhour that is required to build warships in the country and go robotics so has to reduce labor cost that breaching 30% for every warship that is made in India and bring it to a Chinese average of 22%. Disclaimer : Articles published under ” MY TAKE ” are articles written by Guest Writers and Opinions expressed within this article are the personal opinions of the author. IDRW.ORG is not responsible for the accuracy, completeness, suitability, or validity of any information on this article. All information is provided on an as-is basis. The information, facts or opinions appearing in the article do not reflect the views of IDRW.ORG and IDRW.ORG does not assume any responsibility or liability for the same. article is for information purposes only and not intended to constitute professional advice . Article by SATYAJEET KUMAR , cannot be republished Partially or Full without consent from Writer or idrw.org"
Indian Navy to revive its plans for AEW&C Program,https://idrw.org/indian-navy-to-revive-its-plans-for-aewc-program/,"December 19, 2022","SOURCE: RAUNAK KUNDE / NEWS BEAT / IDRW.ORG Indian Navy will soon activate its second aircraft carrier with pending clearance to begin construction work on the third aircraft carrier, idrw.org has been informed that the Indian Navy is planning to revive its long pending plans to procure either deck-based or shore-based AEW&C aircraft that will enhance a carrier group’s offensive and defensive capabilities and improve overall situational awareness. Nearly 18 years ago Indian Navy had expressed interest in acquiring six E-2C Hawkeye carrier-based airborne early warning and control (AEW&C) aircraft for its Two aircraft carriers but questions were raised if Hawkeye can operate from smaller Indian aircraft carriers that are not equipped with catapult systems nor has deck space like U.S Aircraft carriers for takeoff. Northrop Gruman, the makers of the Hawkeye AEW&C had carried out detailed studies and had told that India-specific varaint can be developed that can operate from a 45000-ton aircraft carrier that India operates. Later Boeing also pitched its 737-AEW&C Wedgetail which can be used as a shore-based airborne early warning aircraft that can cover carrier battle groups. Indian Navy is monitoring the Netra AEW&C Mk2 program that will be executed by DRDO to be mounted on the Airbus A321 platform for the Indian Air Force. idrw.org has been told that locally developing a deck-based AEW&C aircraft is highly unlikely but a shore-based Netra AEW&C Mk2 program customized for the Indian Navy’s requirements is a possibility or the Navy might have a relook at the E-2D Hawkeye program."
Navy considering going for next-gen Marine engine for IAC-2,https://idrw.org/navy-considering-going-for-next-gen-marine-engine-for-iac-2/,"December 19, 2022",SOURCE: RAUNAK KUNDE / NEWS BEAT / IDRW.ORG Indian Navy’s proposal to build a second sister ship of the INS Viraat is waiting for clearance from the Ministry of Defence (MoD) but as per media reports Indian Navy is considering installing a new high-powered marine engine to power the second aircraft carrier replacing General Electric LM25000 marine gas turbine engine that is powering INS Viraat. Rolls-Royce developed the MT-30 marine engine seems to be the leading contender that might replace two LM2500s on the second aircraft carrier that delivers significantly more power than the LM2500 and is designed to minimize maintenance costs. LM2500 marine engine is powering many Indian warships and is considered a quite reliable engine but is not considered a modern marine engine due to basic technology that was developed in the early 60s. MT-30 marine engine is much more fuel efficient but also costs nearly 1.5x times more than LM2500 but MT-30 has growth prospects that can come in handy in the future when high-energy weapons will be incorporated into future next-generation destroyers and frigates.
MoD considering Private sector request for subsystems of Tapas and Archer UAVs,https://idrw.org/mod-considering-private-sector-request-for-subsystems-of-tapas-and-archer-uavs/,"December 19, 2022","SOURCE: RAUNAK KUNDE / NEWS BEAT / IDRW.ORG The Ministry of Defense (MoD) is considering requests from many Private sector companies in India that are looking to develop MALE and SRUAV Class UAVs in the country to avoid repetition of work and reduce importing subsystems, DRDO that has developed some of the technology for the UAVs system might be asked to share it with the local private sector companies. Development of Subsystems like landing gears, turboprop engines, Autonomous Drone Landing & Takeoff Systems, and Ground control stations (GCS) can be time-consuming and if shared by DRDO will reduce the developmental time for locally made UAVs for the Indian Armed Forces and cater to export markets. DRDO has been sharing Transfer of Technology (ToT) for royalty for a while now of other systems and the same model might be adopted for UAV technology also. In DefExpo 2022, many Indian companies have shown interest in developing MALE and SRUAV Class UAVs in the country for the Indian Armed Forces and many are at the proposals stage under the Make In India 2 standard where manufacturers fund the program."
OPINION : Agni-V MkII has evolved into Agni-VI,https://idrw.org/opinion-agni-v-mkii-has-evolved-into-agni-vi/,"December 19, 2022","SOURCE: DEEPAK HILORI/ FOR MY TAKE / IDRW.ORG India’s Defence Research and Development Organisation (DRDO), since 2015 has been working to make a lighter and more agile Agni-5 intercontinental ballistic missile (ICBM) that internally was referred to as ” MkII’. DRDO had started to plan to reduce the weight of the 50-tonne Agni-5, for which it has been working on replacing its older, heavier subsystems such as hydraulic to electro-mechanical actuators in favor of lighter, more reliable ones, many of which were managed by replacing maraging steel with lightweight composite materials. Recent Media reports confirm that Agni-V has received a 20% weight reduction which means Agni-5 MkII now has a lunch mass of 40000kg with 1100kg nuclear payload that can deliver a warhead to a target that is 7000km. Agni-VI which was supposed to be the successor of the Agni-V with a range of 6000km with a similar payload is now negated with the development of the MkII. Agni-5 MkII which is an improved variant of the Agni-5 will allow New Delhi to beat the heat that it had received when it started developmental tests of the missile that can threaten many countries not only in Asia-Pacific but also in Europe. MkII with a range of 7000km can easily hit targets as far as 8000-9000km with a lighter payload and in a way negates the need for the Agni-V that allowed India to expand its sphere of nuclear strike capabilities without getting backlash that might have been unleashed if India had developed Agni-VI instead of Agni-5 MkII."
Russia and France want a piece of Indian nuclear submarine programs,https://idrw.org/russia-and-france-want-a-piece-of-indian-nuclear-submarine-programs/,"December 16, 2022","SOURCE: IDRW NEWS NETWORK Two world powers are in an intense war in attempts to grab lucrative contracts to be part of India’s multi-billion dollar nuclear submarines program without raising the eyes of the world community. Both Russia and France want to be India’s Strategic depth partner in defense technology but the race is to take each other place in terms of offering technologies that are not often traded or sold unless it is to close friends and allies. American and United Kingdom joined hands to develop nuclear-capable attack submarines for Australia to thwart any Chinese Naval activities in Indian Ocean Region in mind, the same games are being played in the power corridors of India where both countries are eager to help India achieve the same. India has commenced work to develop the country’s 1st gen nuclear-powered attack submarines and 3rd gen nuclear Ballistic missile submarine program for which it requires technology that is currently not available or needs to be made in the next 10-15 years for which both countries are offering their expertise. France is offering its non-nuclear equipment for Indian nuclear submarine programs such as next-gen pump-jet propulsion system that has better speed and acceleration than conventional ones. France is also keen to sell many Navigation and other communication sensors that are vital to maintaining the link between the command and the submarines. Russia, which was the consultancy brain behind India’s 1st gen Arihant class nuclear Ballistic missile submarine program and helped develop and validate many of the technologies of the nuclear reactor that was used on the submarines is keen to get more work to develop next-gen nuclear reactor for the nextgen SSN and SSBN programs. While the depth of technological collaboration on offer to India is not easy to ascertain due to the secrecy that is involved but both countries want to be India’s next best friend in niche sectors that involve the transfer of technologies for systems that are not easy on offer."
"Tejas Mk1 to get upgraded to M1A standard, Major Servicing due",https://idrw.org/tejas-mk1-to-get-upgraded-to-m1a-standard-major-servicing-due/,"December 18, 2022","SOURCE: RAUNAK KUNDE / NEWS BEAT / IDRW.ORG Two Squadrons of Tejas Mk1 fighter jets that are operational with the Indian Air Force (IAF) will eventually be upgraded to the M1A standard which comes with a host of improvements and other features to make it a baseline standard across the fleet when IAF starts inducting 73 Tejas Mk1A fighter jets that were ordered in 2021 from 2024 onwards. The First Squadron of Mk1 fighter jets that were inducted by the No. 45 Squadron IAF (Flying Daggers) became operational in July 2016, based at Sulur Air Force Station in Coimbatore is also due for major servicing in 2023 on completion of nearly 8 years of in service. Upgrades from Mk1 to Mk1A might not happen immediately but sometime in 2025-26 when the production line of the LCA Division is in full swing and components and sub-systems for the Mk1A will be available in greater units."
Agni-V: More Experts question the low velocity of the projectile,https://idrw.org/agni-v-more-experts-question-the-low-velocity-of-the-projectile/,"December 18, 2022","SOURCE: API Defense Research and Development Organisation (DRDO) has neither confirmed nor denied that reports of a recent test of a missile were Agni-V but more experts have now questioned the low velocity of the projectile that was not only seen in the whole easter coast of India but also on the far northeastern countries like Bangladesh and Myanmar. A report in ” The Week ” claimed that its source hinted that it was a hypersonic glide vehicle (HGV) test. “It may not be a test of the Agni 5 and can be something much bigger. But whatever it is, it adds one big feather to the cap of India.” Most hypersonic glide vehicles have been designed with a ballistic missile for the first stage, An HGV’s ability to maneuver as it descends into thicker and thicker air allows it to be both more accurate and unpredictable. When the vehicle’s wings begin generating lift as it reaches the upper wisps of the atmosphere, it gains the ability to roll and maneuver. This means it can alter its trajectory to aim at a different target than its orbit suggested, or to evade an anti-ballistic missile. The HGV had been identified as one of the 18 major platforms for industry-led design and development under various routes. DRDO successfully demonstrated its hypersonic air-breathing scramjet technology with the flight test of the Hypersonic Technology Demonstration Vehicle (HSTDV) on September 7, 2020."
RUAV-200: First flight planned for mid-2023,https://idrw.org/ruav-200-first-flight-planned-for-mid-2023/,"December 17, 2022","SOURCE: RAUNAK KUNDE / NEWS BEAT / IDRW.ORG The State-owned aerospace and defense company, Hindustan Aeronautics Limited (HAL) plans to conduct the first flight of its 200kg, RUAV-200 High Altitude Logistic Rotary Drone that can carry 40kg of the payload by mid of 2023 drone presently under the fabrication stage. RUAV-200 is designed to be operated in the Northern regions, large High Altitude Areas where supply lines in these areas have to be maintained either through helicopters, Porters, or Mules/local ponies. HAL plans to manufacture 60 units of the drone soon after the conclusion of user trials in the first phase to boost the supply chain around the Line of Actual Control (LAC)."
OPINION : India needs long-range SLBMs not ICBMs,https://idrw.org/indian-needs-long-range-slbms-not-icbms/,"December 18, 2022","SOURCE: SATYAJEET KUMAR/ FOR MY TAKE / IDRW.ORG The recent test of 5400km Agni-V has not only put the whole of the Chinese mainland in its firing range but also covers all overseas military bases that the Chinese military has been building around the Indo-Pacific. India’s need for further development of ICBMs or successors of the Agni-V shouldn’t be a priority since India now has a stable road-mobile ICBM that can be hidden anywhere in India and when required fired at any major city in China. India needs to focus much more on the development of land-based hypersonic cruise missiles and hypersonic glide vehicles to up its offensive capabilities and can’t risk falling behind in its next-gen weapon system that China is progressing at rapid speed and already has deployed these weapon systems. India which will soon start work on bigger S5 class nuclear-powered ballistic missile submarines need to focus on getting its long-range submarine-launched ballistic missile arsenal operational in the next 10 years as fears of war always remain but India might also need to fight a war that is far from its shores. India should accelerate the development of the K-6SLBM which has a reported range of 6000km and start work on the K-7 or K-8 that can hit targets as far as 10000-12000km if India wants these submarines to be well hidden that it can provide India with second strike capabilities that it desires from its Nuclear command. Disclaimer : Articles published under ” MY TAKE ” are articles written by Guest Writers and Opinions expressed within this article are the personal opinions of the author. IDRW.ORG is not responsible for the accuracy, completeness, suitability, or validity of any information on this article. All information is provided on an as-is basis. The information, facts or opinions appearing in the article do not reflect the views of IDRW.ORG and IDRW.ORG does not assume any responsibility or liability for the same. article is for information purposes only and not intended to constitute professional advice . Article by SATYAJEET KUMAR , cannot be republished Partially or Full without consent from Writer or idrw.org"
Indian Army to clear Limited Scale Production of ATAGS guns,https://idrw.org/indian-army-to-clear-limited-scale-production-of-atags-guns/,"December 17, 2022","SOURCE: RAUNAK KUNDE / NEWS BEAT / IDRW.ORG Advanced Towed Artillery Gun System (ATAGS) gun has completed most of the mandatory trials with only a few procedural trials left that will clear the path for limited Scale Production of at least 150 ATAGS guns in 2023 in itself with deliveries starting from the end of 2024 onwards. DRDO has developed two variants of the gun with Tata Defence and Kalyani Group that have included many different systems and subsystems. Both guns can’t go into production, idrw.org has been told that the Indian Army will have to choose between both gun variants, and the winning gun from the Private sector will take a major chuck of the orders while the other vendor gets to manufacture the same gun but with reduced orders. It’s unclear at this point which gun is the favorite to win the deal but both private sector companies will get orders of one winning design, which will lead to bulk orders for 600 guns in three batches as the requirements will be close to 2000 guns."
HAL offers to develop a Converted Freighter for IAF,https://idrw.org/hal-offers-to-develop-a-converted-freighter-for-iaf/,"December 17, 2022","SOURCE: RAUNAK KUNDE / NEWS BEAT / IDRW.ORG Hindustan Aeronautics Limited (HAL) and Israel Aerospace Industries (IAI) entered into a Memorandum of Understanding (MoU) to convert civil passenger aircraft to Multi-Mission Tanker Transport (MMTT) aircraft in India earlier this year and this MoU also covered the scope of converting passenger jets into freighter aircraft that can be used to move cargos in domestic routes. 737-800 Converted Freighter will have a payload capacity of close to 24 tons and will feature a large cargo door, a cargo handling system, and seating for up to four non-flying staff or passengers. The freighter has the capacity for 12 pallet positions that can accommodate 11 standard 88in x 125in pallets and one 88in x 62in a contoured pallet. The freighter can achieve a range of 3,700km when fully loaded. It can carry a fuel load of up to 26,025l."
Solar Group proposed to work on 15 Make in India weapons systems,https://idrw.org/solar-group-proposed-to-work-on-15-make-in-india-weapons-systems/,"December 16, 2022","SOURCE: RAUNAK KUNDE / NEWS BEAT / IDRW.ORG Satyanarayan Nandlal Nuwal, Chairman of Solar Industries India, in an interview, said that the company had sent proposals for developing 15 Make in India weapons systems under the Make 2 category that is essentially industry-funded projects involving design, development, and innovative solutions by Indian vendors for development of prototypes. Nuwal confirmed that the company has been given go head to develop at least two weapons systems for the Indian Armed forces, for which funding will be coming from the company itself as it’s from the Make 2 project of around 300 cores. while it has received positive feedback and inquiries on the other 13 projects that the company is eager to work on. Solar Group is working on a very long guided rocket program under which it plans to develop Maheshwarastra 1 and Maheshwarastra 2 guided rockets that will have a range of 150km and 290km that the company chairman claims will be ready in 18 months. The second program company is working on is to develop a hybrid hardkill system to take out Drones and UAVs using a DEW ( directed-energy weapon (DEW) and Small range Interceptor missiles, which the company claims will be the world’s first such system that will be ready in 2 years. The company is also actively working to develop loitering munitions and payloads for the UAVs and Swarm drone programs in the country."
India’s Heron UAVs to get Israeli Nimrod standoff strike ASM,https://idrw.org/indias-heron-uavs-to-get-israeli-nimrod-standoff-strike-asm/,"December 16, 2022","SOURCE: RAUNAK KUNDE / NEWS BEAT / IDRW.ORG Indian Air Force (IAF) is also set to upgrade its Heron, Medium Altitude Long Endurance (MALE) unmanned aerial system (UAS) under Project Cheetah with Israeli-made Nimrod, a long-range air-to-surface missile developed by Israel Aerospace Industries that provides standoff strike ability against a variety of point targets such as armored personnel carriers (APCs), ships, bunkers, personnel concentrations, and guerrillas. Nimrod is a long-range semi-active laser-guided anti-tank guided missile (ATGM), that has a range of from 26km to 35km to a whooping 50km depending on the variant that might be procured by the IAF. Nimrod missiles also might be included in the recently acquired Heron-Tp by private companies in India."
Solar Group working on a Hardkill Interceptor missile system to takeout UAS,https://idrw.org/solar-group-working-on-a-hardkill-interceptor-missile-system-to-takeout-uas/,"December 15, 2022","SOURCE: RAUNAK KUNDE / NEWS BEAT / IDRW.ORG Satyanarayan Nandlal Nuwal, Chairman of Solar Industries India, in an interview confirmed that the company has been granted permission to manufacture a Hard kill system that will be a world first since it will be integrating both laser system and surface-to-air missile systems to take out unmanned aerial vehicles According to Nuwal, the system will be ready in the next two years, while he said the present Hardkill solutions against drones are only Laser Directed Energy Weapon (DEW), they have opted for are taking best from the both worlds and are developing hardkill solutions that can use DEW and also quick response interceptor missiles. Hardkill solution that solar group is working on is a modular Anti Drone system that can be used as a stationary or mobile configuration that can be used against Hostile drones which are one of the fastest growing threats, posing serious security concerns. Incidents of terror, crime, swarm, and autonomous drone attacks are dramatically increasing worldwide."
India issues NOTAM for another missile test,https://idrw.org/india-issues-notam-for-another-missile-test/,"December 16, 2022",SOURCE: RAUNAK KUNDE / NEWS BEAT / IDRW.ORG India has issued Notices to Airmen (NOTAM) for a launch of a missile in the Bay of Bengal for the period from 27-30 Dec 2022 as per information provided by Twitter user Damien Symon@detresfa_. The designated area for the NOTAM is 670 to 690km in length which indicates it might be a test of the established missile system. speculation is that it might be a test of the long-range Supersonic Missile Assisted Torpedo (SMART) system that has a range of 650km. Others are speculating it could be the test of Indigenous Technology Cruise Missile (ITCM) that had failed the last test due to non-ignition of the Manik engine due to technical issues just after the launch.
Tejas MkII: ADA/HAL expects Bulk orders to maintain high production rates,https://idrw.org/tejas-mkii-ada-hal-expects-bulk-orders-to-maintain-high-production-rates/,"December 15, 2022",SOURCE: RAUNAK KUNDE / NEWS BEAT / IDRW.ORG Aeronautical Development Agency (ADA) and Hindustan Aeronautics Limited (HAL) have insisted that the Indian Air Force (IAF) make plans for bulk orders for the Tejas Mk2 when it is ready for production in 2028-29 so that it can maintain high production rate riding on the bulk order that will create need to expand production line that can support 24 aircraft per year or 48 aircraft per year as per bulk order that it gets. IAF has committed to procure six squadrons of Tejas Mk2 (108-120) but IAF in total might procure 9 to 10 squadrons (210) units. HAL plans to use the present LCA-Division facility to manufacture Tejas Mk2 aircraft when it enters production after Tejas Mk1A production closes. HAL is planning for a production line that can support 21 aircraft per year can argument to 24 aircraft per year which will take nearly 10 years till the 2030s before the last aircraft is delivered to the IAF. HAL can ramp up production to meet urgent requirements if it gets bulk orders that will clear funds to outsource and also upgrade additional facilities in Nashik to use to manufacture more Tejas Mk2 but it also depends if IAF can ramp up its intake of jets and train pilots to fly them.
Solar Group working on ” Desi HIMARS ” named Maheshwarastra 1 and 2 Guided Rockets,https://idrw.org/solar-group-working-on-desi-himars-named-maheshwarastra-1-and-2-guided-rockets/,"December 15, 2022","SOURCE: RAUNAK KUNDE / NEWS BEAT / IDRW.ORG Satyanarayan Nandlal Nuwal, Chairman of Solar Industries India, that is in charge of manufacturing explosives and Pinaka Multi-Barrell Rocket Systems said in an interview confirmed that the company has been granted permission to manufacture two guided rockets that will be ready in neat 18 months to bridge the gap between Pinaka Guided (75km) and SSM (350km. Nuwal confirmed that two guided missiles have been named Maheshwarastra 1, which will have a range of 150km, and Maheshwarastra 2, which will have a range of 290km. Nuwal said the guided rocket will cost only 8 crores when compared to 40 cores that are spent on procuring 40 crores. Maheshwarastra 1 and Maheshwarastra 2 can be used where precision is not the only factor. It seems both Maheshwarastra 1 and Maheshwarastra 2 can be classified as Multiple rocket launchers and Tactical ballistic missiles that can be mass-produced and will be similar to the M142 HIMARS ( High Mobility Artillery Rocket System)"
"F-21 is likely to be built in Hyderabad, to come with Unmatched Weapon Integration capabilities",https://idrw.org/f-21-is-likely-to-be-built-in-hyderabad-to-come-with-unmatched-weapon-integration-capabilities/,"December 14, 2022","SOURCE: RAUNAK KUNDE / NEWS BEAT / IDRW.ORG Lockheed Martin’s F-16 Block 70/72 is enjoying a late-life revival due to complex issues that continue to plague fifth-generation F-35 fighter jets that its ever-increasing operational cost that has failed to come down even after repeated assurance. With steady orders coming from its current operators, Lockheed Martin is shifting its focus on India where requirements for 114 jets under MRFA Tender could extend the lifeline of the legacy jet by another 40 years. Lockheed Martin which has tied up with Tata Advanced Systems (TASL) which is already producing F-16 wings in the country is offering the F-21, which is uniquely configured to meet or exceed all of the IAF’s Multi-Role Fighter Aircraft requirements. IAF is yet to issue an RFP (Request for Proposal) for the MRFA tender that will lay out some of the configurations that might be requested and Lockheed Martin is willing to change the present configuration of the F-21 (Block 70/72 ) that are offered to meet IAF requirements. Tata-Lockheed Martin Aerostructures (TLMAL), a joint venture between Tata Advanced Systems (TASL) and Lockheed Martin will be in charge of the production of the aircraft locally if it wins the tender and TLMAL will come up with a new manufacturing facility in around Hyderabad, Telangana. Lockheed Martin is offering India Unmatched Weapon Integration capabilities with the F-21 that could clear the path for integration of all Indian-made weapons systems on the aircraft. Integration of Weapons currently developed and once in the future will have no issues being added without any restrictions from the OEMs."
Navy eyes nanotubes tech from Bengaluru-based company to make “invisibility cloak” for Warships,https://idrw.org/navy-eyes-nanotubes-tech-from-bengaluru-based-company-to-make-invisibility-cloak-for-warships/,"December 14, 2022","SOURCE: RAUNAK KUNDE / NEWS BEAT / IDRW.ORG Bangalore- based NoPo Nanotechnologies is one of the few companies on the planet that produces one of the world’s strongest and smallest materials. A carbon nanotube (CNT) is a tube made of carbon with diameters typically measured in nanometers, This microscopic material is 10,000 times thinner than a single strand of human hair and has a tensile strength that is over 100 times that of steel. The company already secured grants from Niti Aayog and even from the Indian Navy and ultimately has plans to use it for defense applications. The structure of carbon atoms allows them to create networks that efficiently absorb and dissipate incoming radar signals. Carbon nanotubes are incredibly strong, outperforming Kevlar in strength, which is used in bulletproof vests. Indian Navy might be looking to incorporate carbon nanotubes into new radar-absorbing coatings for naval vessels. Being a new material cost of the carbon nanotube is extremely high but as things improve and production is scaled up, painting an entire warship with carbon nanotubes could greatly benefit the crew of the warship from being detected earlier and give an edge in modern combat where stealth is shaping up."
Navy-DRDO looking to develop Special Mission Pod for P-8I fleet,https://idrw.org/navy-drdo-looking-to-develop-special-mission-pod-for-p-8i-fleet/,"December 14, 2022","SOURCE: RAUNAK KUNDE / NEWS BEAT / IDRW.ORG India’s P-8I fleet of multi-mission maritime patrol aircraft will feature Special Mission pontoon-like Pod that can be used for moving target indicators that can scan both water and land areas simultaneously in addition to its onboard search radar. Americans have developed such pod based AESA radar system for their fleet but have put restrictions on its export to its current operators as it has some kind of secrecy around the technology that they want to protect, idrw.org has been told that the initial discussion between DRDO and Indian Navy has been ongoing and presently things are being worked out about the configuration and other specifications. India also has made plans to arm the P-8I fleet with next-generation Anti-ship missiles like Naval Anti-Ship Missile–Medium Range (NASM–MR) which is an indigenous air-launched anti-ship cruise missile developed for the Indian Navy."
