Title,Link,Published Date
HAL remains non-committal on the engine for HLFT-42 Program,https://idrw.org/hal-remains-non-committal-on-the-engine-for-hlft-42-program/,"March 20, 2023"
Embraer expected to send formal Jv proposal under consideration with HAL,https://idrw.org/embraer-expected-to-send-formal-jv-proposal-under-consideration-with-hal/,"March 19, 2023"
Japan is likely to propose joint ventures in the defence sector with India,https://idrw.org/japan-is-likely-to-propose-joint-ventures-in-the-defence-sector-with-india/,"March 19, 2023"
Navy issues multiple NOTAM for missile tests,https://idrw.org/navy-issues-multiple-notam-for-missile-tests/,"March 19, 2023"
TEDBF might go the SPV route like the AMCA program,https://idrw.org/tedbf-might-go-the-spv-route-like-the-amca-program/,"March 18, 2023"
DRDO plans further changes to the MPATGM,https://idrw.org/drdo-plans-further-changes-to-the-mpatgm/,"March 18, 2023"
No Compromise on safety after tactical helmet row: Government,https://idrw.org/no-compromise-on-safety-after-tactical-helmet-row-government/,"March 18, 2023"
Project-77: India may reduce procurement of Nuclear attack submarines,https://idrw.org/project-77-india-may-reduce-procurement-of-nuclear-attack-submarines/,"March 17, 2023"
IAF’s Su-30 fleet to be equipped with Long Range Stand-Off Weapon (LRSOW) Air Launched Cruise Missile,https://idrw.org/iafs-su-30-fleet-to-be-equipped-with-long-range-stand-off-weapon-lrsow-air-launched-cruise-missile/,"March 17, 2023"
Chakra III: Russia likely to delay the handover of a nuclear submarine to India,https://idrw.org/chakra-iii-russia-likely-to-delay-the-handover-of-a-nuclear-submarine-to-india/,"March 17, 2023"
France offers Brazil type Nuclear submarine deal to India,https://idrw.org/france-offers-brazil-type-nuclear-submarine-deal-to-india/,"March 16, 2023"
US ready to jointly develop Hybrid Air Defence System with India,https://idrw.org/us-ready-to-jointly-develop-hybrid-air-defence-system-with-india/,"March 16, 2023"
Navy to seek Government nod for NGOPV and NGMV warship programs,https://idrw.org/navy-to-seek-government-nod-for-ngopv-and-ngmv-warship-programs/,"March 16, 2023"
Indian Navy to seek Government nod to buy more Kalvari Class Submarines,https://idrw.org/indian-navy-to-seek-government-nod-to-buy-more-kalvari-class-submarines/,"March 15, 2023"
DRDO’s D4 anti-drone system to be deployed on the Western border with Pakistan,https://idrw.org/drdos-d4-anti-drone-system-to-be-deployed-on-the-western-border-with-pakistan/,"March 15, 2023"
SAAB to commence delivery of AT4CS Support Weapon to India,https://idrw.org/saab-to-commence-delivery-of-at4cs-support-weapon-to-india/,"March 15, 2023"
"FICV Bids closed, IA makes it mandatory to own the design",https://idrw.org/ficv-bids-closed-ia-makes-it-mandatory-to-own-the-design/,"March 14, 2023"
BrahMos Aerospace lines up more tests of BrahMos-ER with an 800km range,https://idrw.org/brahmos-aerospace-lines-up-more-tests-of-brahmos-er-with-an-800km-range/,"March 14, 2023"
Philippines considering equipping BrahMos on its Frigates,https://idrw.org/philippines-considering-equipping-brahmos-on-its-frigates/,"March 14, 2023"
Work on Indigenous Marine Engines underway for Warships: Navy Chief,https://idrw.org/work-on-indigenous-marine-engines-underway-for-warships-navy-chief/,"March 14, 2023"
HAL has yet to decide on LIFT aircraft to offer to RAAF Tender,https://idrw.org/hal-has-yet-to-decide-on-lift-aircraft-to-offer-to-raaf-tender/,"March 13, 2023"
Indigenous Advanced Self Protection Jammer (ASPJ) Pod for Tejas Mk1A to enter production,https://idrw.org/indigenous-advanced-self-protection-jammer-aspj-pod-for-tejas-mk1a-to-enter-production/,"March 13, 2023"
IAF indigenous Identification Friend or Foe (IFF) system to negate friendly fire,https://idrw.org/iaf-indigenous-identification-friend-or-foe-iff-system-to-negate-friendly-fire/,"March 13, 2023"
"OPINION : With Australia receiving Virginia-class submarines, Hope India may be spared of Western hypocrisy",https://idrw.org/opinion-with-australia-receiving-virginia-class-submarines-hope-india-may-be-spared-of-western-hypocrisy/,"March 13, 2023"
HAL might not wait for CCS’s nod to kickstart the IMRH program,https://idrw.org/hal-might-not-wait-for-ccss-nod-to-kickstart-the-imrh-program/,"March 12, 2023"
ADE planning to have a quick turnaround Archer-NG program due to Tapas experience,https://idrw.org/ade-planning-to-have-a-quick-turnaround-archer-ng-program-due-to-tapas-experience/,"March 12, 2023"
Private firm to demonstrate India’s first Anti Drone Dome,https://idrw.org/private-firm-to-demonstrate-indias-first-anti-drone-dome/,"March 12, 2023"
"Rockwell Collins offers to be part of Tejas Mk2, TEDBF and the AMCA Program",https://idrw.org/rockwell-collins-offers-to-be-part-of-tejas-mk2-tedbf-and-the-amca-program/,"March 12, 2023"
DRDO to push for 100% indigenous content in LRLACM Program,https://idrw.org/drdo-to-push-for-100-indigenous-content-in-lrlacm-program/,"March 11, 2023"
IAF is likely to drop plans for 21 additional Mig-29UPG,https://idrw.org/iaf-is-likely-to-drop-plans-for-21-additional-mig-29upg/,"March 11, 2023"
MQ-9: Navy looking to get two modular pods to hunt for Chinese submarines,https://idrw.org/mq-9-navy-looking-to-get-two-modular-pods-to-hunt-for-chinese-submarines/,"March 11, 2023"
Indian Army plans to procure Tactical and Runway-independent drones,https://idrw.org/indian-army-plans-to-procure-tactical-and-runway-independent-drones/,"March 11, 2023"
No Plans for Imported IJTs for IAF amid media reports,https://idrw.org/no-plans-for-imported-ijts-for-iaf-amid-media-reports/,"March 10, 2023"
Perfectly prepped to make Ka-226T and LUH from the same factory: HAL,https://idrw.org/perfectly-prepped-to-make-ka-226t-and-luh-from-the-same-factory-hal/,"March 10, 2023"
Sagar Defence gets repeat orders for its Spotter Drone from the Navy,https://idrw.org/sagar-defence-gets-repeat-orders-for-its-spotter-drone-from-the-navy/,"March 10, 2023"
Indian Navy estimates that the Super Aircraft Carrier will cost $5 billion.,https://idrw.org/indian-navy-estimates-that-the-super-aircraft-carrier-will-cost-5-billion/,"March 9, 2023"
Saab guarantees Gripen E availability in the IAF will be 90%.,https://idrw.org/saab-guarantees-gripen-e-availability-in-the-iaf-will-be-90/,"March 9, 2023"
Boeing is ready to move F-18 production to India with conditions.,https://idrw.org/boeing-is-ready-to-move-f-18-production-to-india-with-conditions/,"March 9, 2023"
NRT delivers Nimbus and Beluga swarm drones to Indian Army,https://idrw.org/nrt-delivers-nimbus-and-beluga-swarm-drones-to-indian-army/,"March 9, 2023"
HAL owned Hawk-i to become the testbed for HLFT-42 Program,https://idrw.org/hal-owned-hawk-i-to-become-the-testbed-for-hlft-42-program/,"March 8, 2023"
Armenia carried out intensive testing of MArG 155/ 39 Truck-mounted gun in India,https://idrw.org/armenia-carried-out-intensive-testing-of-marg-155-39-truck-mounted-gun-in-india/,"March 8, 2023"
India issues fresh NOTAM for likely Ship-based missile test,https://idrw.org/india-issues-fresh-notam-for-likely-ship-based-missile-test/,"March 8, 2023"
Did BrahMos go Hypersonic in the last test?,https://idrw.org/did-brahmos-go-hypersonic-in-the-last-test/,"March 8, 2023"
NAL to test scaled-down High Altitude Platform soon,https://idrw.org/nal-to-test-scaled-high-altitude-platform-soon/,"March 7, 2023"
HAL enhances the repair and overhaul (ROH) capability of the Sukhoi Su-30 MKI aircraft,https://idrw.org/hal-enhances-the-repair-and-overhaul-roh-capability-of-the-sukhoi-su-30-mki-aircraft/,"March 7, 2023"
OPINION : Indigenous MTA and HTA can liberate India’s Strategic airlift capability,https://idrw.org/opinion-indigenous-mta-and-hta-can-liberate-indias-strategic-airlift-capability/,"March 7, 2023"
Rolls-Royce working on issues faced by Adour Mk 871 engines powering Indian HAWK AJTs,https://idrw.org/rolls-royce-working-on-issues-faced-by-adour-mk-871-engines-powering-indian-hawk-ajts/,"March 7, 2023"
Both Rafale M or F/A-18 Cleared Trials but Rafale has an edge: Navy Chief,https://idrw.org/both-rafale-m-or-f-a-18-cleared-trials-but-rafale-has-an-edge-navy-chief/,"March 6, 2023"
"HLFT-42 is a company initiative, will discuss with IAF for further refinement: HAL",https://idrw.org/hlft-42-is-a-company-initiative-will-discuss-with-iaf-for-further-refinement-hal/,"March 6, 2023"
India and US likely to collaborate on Desi EMALS & AAG Systems for IAC-III,https://idrw.org/india-and-us-likely-to-collaborate-on-desi-emals-aag-systems-for-iac-iii/,"March 6, 2023"
OPINION : Why India needs to sanction proof American engines for Local fighter jets,https://idrw.org/opinion-why-india-needs-to-sanction-proof-american-engines-for-local-fighter-jets/,"March 6, 2023"
MDL plans to develop Truly Indigenous Conventional submarine,https://idrw.org/mdl-plans-to-develop-truly-indigenous-conventional-submarine/,"March 5, 2023"
HJT-36 Certification likely soon,https://idrw.org/hjt-36-certification-likely-soon/,"March 5, 2023"
HAL plans to complete Tejas Mk1A deliveries head of Schedule,https://idrw.org/hal-plans-to-complete-tejas-mk1a-deliveries-head-of-schedule/,"March 5, 2023"
Indian Army issues RFP for Light and Heavy Logistic Drones,https://idrw.org/indian-army-issues-rfp-for-light-and-heavy-logistic-drones/,"March 5, 2023"
Spike NLOS to be armed on Indian Attack Helicopters,https://idrw.org/spike-nlos-to-be-armed-on-indian-attack-helicopters/,"March 4, 2023"
Italy offers Torpedoes for India Kalvari class submarines,https://idrw.org/italy-offers-torpedoes-for-india-kalvari-class-submarines/,"March 4, 2023"
HAL plans for indigenous ejection seats taking shape,https://idrw.org/hal-plans-for-indigenous-ejection-seats-taking-shape/,"March 4, 2023"
Archer-NG to get Airborne Maritime Surveillance Radar,https://idrw.org/archer-ng-to-get-airborne-maritime-surveillance-radar/,"March 4, 2023"
India’s Privately developed ATGM to go on Trials,https://idrw.org/indias-privately-developed-atgm-to-go-on-trials/,"March 3, 2023"
India to get the last S-400 regiment early next year,https://idrw.org/india-to-get-the-last-s-400-regiment-early-next-year/,"March 3, 2023"
"Desi Apache: HAL Will have building blocks after the IMRH program, but no plans",https://idrw.org/desi-apache-hal-will-have-building-blocks-after-the-imrh-program-but-no-plans/,"March 3, 2023"
India seeks further information on the G2G submarine offer from Germany,https://idrw.org/india-seeks-further-information-on-the-g2g-submarine-offer-from-germany/,"March 2, 2023"
ADE’s HALE-Class UAV to be part of HAL’s CATS Program,https://idrw.org/ades-hale-class-uav-to-be-part-of-hals-cats-program/,"March 2, 2023"
Indian Navy to announce the winner of Deck-based fighter competition,https://idrw.org/indian-navy-to-announce-the-winner-of-deck-based-fighter-competition/,"March 2, 2023"
Indian Army to test Indo-Israeli loitering system,https://idrw.org/indian-army-to-test-indo-israeli-loitering-system/,"March 2, 2023"
HAL plans first flight of CATS Warrior in 2024-25,https://idrw.org/hal-plans-the-first-flight-of-cats-warrior-in-2024-25/,"March 1, 2023"
GE won’t give IPR or modification rights of their engine for AMCA: Rolls Royce official,https://idrw.org/ge-wont-give-ipr-or-modification-rights-of-their-engine-for-amca-rolls-royce-official/,"March 1, 2023"
CATS OMCA Kiran is to be tested this year,https://idrw.org/cats-omca-kiran-is-to-be-tested-this-year/,"March 1, 2023"
Systems in place to prevent a data breach of India fighter jet program: ADA Chief,https://idrw.org/systems-in-place-to-prevent-a-data-breach-of-india-fighter-jet-program-ada-chief/,"March 1, 2023"
DRDO to develop Energy efficient AESA Radar for Unmanned Platforms,https://idrw.org/drdo-to-develop-energy-efficient-aesa-radar-for-unmanned-platforms/,"February 28, 2023"
"Indigenous IRST system enters lab testing phase, fighter integration soon",https://idrw.org/indigenous-irst-system-enters-lab-testing-phase-fighter-integration-soon/,"February 28, 2023"
TEDBF: Wing Folding Mechanism ready,https://idrw.org/tedbf-wing-folding-mechanism-ready/,"February 28, 2023"
TEDBF to be classified as “5th generation minus”: ADA Chief,https://idrw.org/tedbf-to-be-classified-as-5th-generation-minus-ada-chief/,"February 27, 2023"
"Dry-Kaveri engine demonstrated at a simulated altitude of 43,000 feet.",https://idrw.org/dry-kaveri-engine-demonstrated-at-a-simulated-altitude-of-43000-feet/,"February 27, 2023"
Sagar defence and EDGE to work on unmanned surface vessel (USV),https://idrw.org/sagar-defence-and-edge-to-work-on-unmanned-surface-vessel-usv/,"February 27, 2023"
Not just assembly but full ToT for F-414 engine to India: GE officials,https://idrw.org/not-just-assembly-but-full-tot-for-f-414-engine-to-india-ge-officials/,"February 26, 2023"
"Following the announcement of the MTA tender, the IAF is likely to abandon plans for an additional order of C-295M.",https://idrw.org/following-the-announcement-of-the-mta-tender-the-iaf-is-likely-to-abandon-plans-for-an-additional-order-of-c-295m/,"February 26, 2023"
ADE to put a new 220-horsepower engine through its paces for the Tapas and Archer-Ng program soon,https://idrw.org/ade-to-put-a-new-220-horsepower-engine-through-its-paces-for-the-tapas-and-archer-ng-program-soon/,"February 26, 2023"
"Supplied 60 F404 engines to India, with plans to supply another 99 engines by 2028: GE",https://idrw.org/supplied-60-f404-engines-to-india-with-plans-to-supply-another-99-engines-by-2028-ge/,"February 26, 2023"
"IAF gets 3 bids, as it extends the deadline for the MTA program",https://idrw.org/iaf-gets-3-bids-as-it-extends-the-deadline-for-the-mta-program/,"February 25, 2023"
Honeywell to supply the engine for India’s HALE UAV Program,https://idrw.org/honeywell-to-supply-the-engine-for-indias-hale-uav-program/,"February 25, 2023"
Rostec officials hold talks with HAL on Ilyushin Il-276 offer to India,https://idrw.org/rostec-officials-hold-talks-with-hal-on-ilyushin-il-276-offer-to-india/,"February 25, 2023"
Germany wants a G2G deal for the submarine export to India,https://idrw.org/germany-wants-a-g2g-deal-for-a-submarine-with-india/,"February 24, 2023"
Army orders for QRSAM by the end of 2024: BDL CMD,https://idrw.org/army-orders-qrsam-by-the-end-of-2024-bdl-cmd/,"February 24, 2023"
Boeing is ready to help in the conversion of Aerial Tankers for IAF,https://idrw.org/boeing-is-ready-to-help-in-the-conversion-of-aerial-tankers-for-iaf/,"February 24, 2023"
IAF to equip Russian Mi-17 fleet with multisensory payload,https://idrw.org/iaf-to-equip-russian-mi-17-fleet-with-multisensory-payload/,"February 24, 2023"
"Rosoboronexport to offer Sprut-SDM1 tank to India, Ready for trials in India",https://idrw.org/rosoboronexport-to-offer-sprut-sdm1-tank-to-india-ready-for-trials-in-india/,"February 23, 2023"
"26-ton C-390 fits perfectly, Talks with HAL on Local Manufacturing: Embraer",https://idrw.org/26-ton-c-390-fits-perfectly-talks-with-hal-on-local-manufacturing-embraer/,"February 23, 2023"
"RUAV-200 showcased with design changes, first flight soon",https://idrw.org/ruav-200-showcased-with-design-changes-first-flight-soon/,"February 23, 2023"
"After Armed Tapas failed to takeoff, Archer-NG was born",https://idrw.org/after-armed-tapas-failed-to-takeoff-archer-ng-was-born/,"February 22, 2023"
Tapas commences Taxi Trials with indigenous engine,https://idrw.org/tapas-commences-taxi-trials-with-indigenous-engine/,"February 22, 2023"
FUFA will be based on Swift,https://idrw.org/fufu-will-be-based-on-swift/,"February 22, 2023"
Tata showcased a WhAF 8×8 Wheeled Armoured Fighting Vehicle,https://idrw.org/tata-showcased-a-whaf-8x8-wheeled-armoured-fighting-vehicle/,"February 22, 2023"
"IMRH Design Frozen, first flight in four years: HAL",https://idrw.org/imrh-design-frozen-first-flight-in-four-years-hal/,"February 21, 2023"
LCA-Tejas to become static test airframe for Dry Kaveri program,https://idrw.org/lca-tejas-to-become-static-test-airframe-for-dry-kaveri-program/,"February 21, 2023"
France flutters as US and UK become Hot contenders for the AMCA Engine program,https://idrw.org/france-flutters-as-us-and-uk-become-hot-contenders-for-the-amca-engine-program/,"February 21, 2023"
Indian Army plans to up gun Barrels of M-777 ultra lightweight howitzer,https://idrw.org/indian-army-plans-to-up-gun-barrels-of-m-777-ultra-lightweight-howitzer/,"February 21, 2023"
"Russia wants India back into the MTA program, ready to make concessions",https://idrw.org/russia-wants-india-back-into-the-mta-program-ready-to-make-concessions/,"February 20, 2023"
Indian Air Defence System to get Protection from Anti-radiation missiles,https://idrw.org/indian-air-defence-system-to-get-protection-from-anti-radiation-missiles/,"February 20, 2023"
IAC-III: Navy to commence studies for a Bigger Aircraft Carrier,https://idrw.org/iac-iii-navy-to-commence-studies-for-a-bigger-aircraft-carrier/,"February 20, 2023"
"After Tapas, Archer-NG, ADE working on HALE Class UAS",https://idrw.org/after-tapas-archer-ng-ade-working-on-hale-class-uas/,"February 19, 2023"
F-35: India and U.S continue to exchange ideas,https://idrw.org/f-35-india-and-u-s-continue-to-exchange-ideas/,"February 19, 2023"
TEDBF Poster showcased with different Design at Aero India,https://idrw.org/tedbf-poster-showcased-with-different-design-at-aero-india/,"February 19, 2023"
"Tejas Mk1A to get a bigger UTTAM AESA Radar, DRDO eyes Export orders",https://idrw.org/tejas-mk1a-to-get-a-bigger-uttam-aesa-radar-drdo-eyes-export-orders/,"February 18, 2023"
Archer (SR-UAV-W) to commence weapons trials soon,https://idrw.org/archer-sr-uav-w-to-commence-weapons-trials-soon/,"February 18, 2023"
SAMAR Air Defence System cleared for Induction in IAF,https://idrw.org/samar-air-defence-system-cleared-for-induction-in-iaf/,"February 18, 2023"
HAL expects additional orders for Tejas Mk1A from IAF,https://idrw.org/hal-expects-additional-orders-for-tejas-mk1a-from-iaf/,"February 17, 2023"
Botswana shows interest in Tejas Mk1A to replace Canadair CF-5A,https://idrw.org/botswana-shows-interest-in-tejas-mk1a-to-replace-canadair-cf-5a/,"February 17, 2023"
IAF expecting AoN for MRFA Tender soon,https://idrw.org/iaf-expecting-aon-for-mrfa-tender-soon/,"February 17, 2023"
MRF Tyres to replace imported tyres on Tejas Mk1A,https://idrw.org/mrf-tyres-to-replace-imported-tyres-on-tejas-mk1a/,"February 17, 2023"
Embraer offers India its Praetor 600 BBJ for Netra Mk1 AEW&CS Program,https://idrw.org/embraer-offers-india-its-praetor-600-bbj-for-netra-mk1-aewcs-program/,"February 16, 2023"
HLFT-42 to feature front opening canopy configuration like AMCA,https://idrw.org/hlft-42-to-feature-front-opening-canopy-configuration-like-amca/,"February 16, 2023"
Rostec offers India its latest Il-76MD-90 as Il-76 Candid (Gajraj) Replacement,https://idrw.org/rostec-offers-india-its-latest-il-76md-90-as-il-76-candid-gajraj/,"February 16, 2023"
First flight of Manned CATS-MAX based on LCA-Tejas Trainer next year,https://idrw.org/first-flight-of-manned-cats-max-based-on-lca-tejas-trainer-next-year/,"February 16, 2023"
Tactical drone ‘Tango Bravo’ made by a Private Indian firm showcased at Aero India 2023,https://idrw.org/tactical-drone-tango-bravo-made-by-a-private-indian-firm-showcased-at-aero-india-2023/,"February 15, 2023"
Can develop AMCA engine in a Decade: Rolls-Royce,https://idrw.org/can-develop-amca-engine-in-a-decade-rolls-royce/,"February 15, 2023"
Newspace developing Ultra Small Guided Bomb (USGB) for UAVs,https://idrw.org/newspace-developing-ultra-small-guided-bomb-usgb/,"February 15, 2023"
BEML-CD space unveils VTOL UAV at Aero India 2023,https://idrw.org/beml-cd-space-unveils-vtol-uav-at-aero-india-2023/,"February 15, 2023"
"HLFT-42 turns out to be a Bigger, more capable fighter than Tejas Mk1",https://idrw.org/hlft-42-turns-out-to-be-a-bigger-more-capable-fighter-than-tejas-mk1/,"February 14, 2023"
"After CATS Warrior, Bigger CATS Max likely to join the Combat Air Teaming System Program",https://idrw.org/after-cats-warrior-bigger-cats-max-likely-to-join-the-combat-air-teaming-system-program/,"February 14, 2023"
HLFT-42: Looking at the 2030 timeline for service entry,https://idrw.org/hlft-42-looking-at-the-2030-timeline-for-service-entry/,"February 14, 2023"
TIA-AV is India’s Hunter Killer Stealth UAV,https://idrw.org/tia-av-is-indias-hunter-killer-stealth-uav/,"February 14, 2023"
Godrej Aerospace to manufacture Dry Kaveri engine,https://idrw.org/godrej-aerospace-to-manufacture-dry-kaveri-engine/,"February 13, 2023"
HLFT-42 Will be highly customizable to cost nearly half of Tejas Mk1A,https://idrw.org/hlft-42-will-be-highly-customizable-to-cost-nearly-half-of-tejas-mk1a/,"February 13, 2023"
Netra Mk2 to get 4D Radar optimised for Low RCS aircraft with 300° coverage,https://idrw.org/netra-mk2-to-get-4d-radar-optimised-for-low-rcs-aircraft-with-300-coverage/,"February 13, 2023"
"India, U.S to have joint IP rights on Air Launched Unmanned Aerial Vehicle (ALUAV) program",https://idrw.org/india-u-s-to-have-joint-ip-rights-on-air-launched-unmanned-aerial-vehicle-aluav-program/,"February 12, 2023"
OPINION : After messed up HJT-36 program can HAL deliver on HLFT-42?,https://idrw.org/opinion-after-messed-up-hjt-36-program-can-hal-deliver-on-hlft-42/,"February 12, 2023"
OPINION :The Rise of Karnataka: A Look at the State’s Dominance in Aerospace and Defence,https://idrw.org/opinion-the-rise-of-karnataka-a-look-at-the-states-dominance-in-aerospace-and-defence/,"February 12, 2023"
NTRO likely to procure Tapas Drones for intelligence gathering,https://idrw.org/ntro-likely-to-procure-tapas-drones-for-intelligence-gathering/,"February 11, 2023"
"After dropping Adani Defence, Saab scouts for a new Gripen-E India partner",https://idrw.org/after-dropping-adani-defence-saab-scouts-for-a-new-gripen-e-india-partner/,"February 11, 2023"
Indian Army issues AoN for 155 mm/ 52 Calibre Mounted Gun System (MGS),https://idrw.org/indian-army-issues-aon-for-155-mm-52-calibre-mounted-gun-system-mgs/,"February 11, 2023"
HLFT-42 LIFT Aircraft: More Details Revealed,https://idrw.org/hlft-42-lift-aircraft-more-details-revealed/,"February 10, 2023"
Indian Tri-Service agree to reduced Predator MQ 9A drone Order,https://idrw.org/indian-tri-service-agree-to-reduced-predator-mq-9a-drone-order/,"February 10, 2023"
TAPAS BH-201 to make its flying debut at Aero India 2023,https://idrw.org/tapas-bh-201-to-make-its-flying-debut-at-aero-india-2023/,"February 10, 2023"
Russia Says both Su-57E and Su-75 can be jointly developed with India,https://idrw.org/russia-says-both-su-57e-and-su-75-can-be-jointly-developed-with-india/,"February 10, 2023"
QRSAM has been fine-tuned and will be tested this summer.,https://idrw.org/qrsam-has-been-fine-tuned-and-will-be-tested-this-summer/,"February 9, 2023"
DRDO to develop full-spectrum SIGINT pod for UAVs,https://idrw.org/drdo-to-develop-full-spectrum-sigint-pod-for-uavs/,"February 9, 2023"
DRDO’s 155 mm/52 calibre mounted gun system (MGS) to commence firing trials,https://idrw.org/drdos-155-mm-52-calibre-mounted-gun-system-mgs-to-commence-firing-trials/,"February 9, 2023"
Hybrid Pinaka Dual Rocket system seen at the School of Artillery,https://idrw.org/hybrid-pinaka-dual-rocket-system-seen-at-the-school-of-artillery/,"February 9, 2023"
India is unlikely to join Russia’s fifth-generation fighter programme.,https://idrw.org/india-is-unlikely-to-join-russias-fifth-generation-fighter-programme/,"February 8, 2023"
HAL to bat for Indigenous Military transport aircraft program,https://idrw.org/hal-to-bat-for-indigenous-military-transport-aircraft-program/,"February 8, 2023"
IIT Mandi developing materials that can make Stealth vehicles,https://idrw.org/iit-mandi-developing-materials-that-can-make-stealth-vehicles/,"February 8, 2023"
Indian Private Firm develops Airborne EW System,https://idrw.org/indian-private-firm-develops-airborne-ew-system/,"February 8, 2023"
Nothing to fear on Armenian Data leak of Swathi WRL Radar: BEL,https://idrw.org/nothing-to-fear-on-armenian-data-leak-of-swathi-wrl-radar-bel/,"February 7, 2023"
"QRSAM completed all Trials, Order soon: BEL CMD",https://idrw.org/qrsam-completed-all-trials-order-soon-bel-cmd/,"February 7, 2023"
Boeing to promote its KC-46 Pegasus aerial refuelling aircraft in India,https://idrw.org/boeing-to-promote-its-kc-46-pegasus-aerial-refuelling-aircraft-in-india/,"February 7, 2023"
5000 AK-203 assault rifles ready for delivery to Indian Army,https://idrw.org/5000-ak-203-assault-rifles-ready-for-delivery-to-indian-army/,"February 7, 2023"
DRDO to develop wheeled and tracked variants of Advanced Armoured platform (AAP),https://idrw.org/drdo-to-develop-wheeled-and-tracked-variants-of-advanced-armoured-platform-aap/,"February 6, 2023"
German Infantry fighting vehicle to be offered in response to Indian Army’s FICV,https://idrw.org/german-infantry-fighting-vehicle-to-be-offered-in-response-to-indian-armys-ficv/,"February 6, 2023"
Private firm upgrades Fly by Wire unit of Su-30MKI,https://idrw.org/private-firm-upgrades-fly-by-wire-unit-of-su-30mki/,"February 6, 2023"
DRDO developing Next Generation Explosive Reactive Armour (NGERA) for NGMBT,https://idrw.org/drdo-developing-next-generation-explosive-reactive-armour-ngera-for-ngmbt/,"February 5, 2023"
HAL-GE likely to settle for Bangalore to make F-414 engines,https://idrw.org/hal-ge-likely-to-settle-for-bangalore-to-make-f-414-engines/,"February 5, 2023"
Indian Army issues RFP for Nano Drones,https://idrw.org/indian-army-issues-rfp-for-nano-drones/,"February 5, 2023"
IAF issues RFI for Medium Transport Aircraft (MTA),https://idrw.org/iaf-issues-rfi-for-medium-transport-aircraft-mta/,"February 4, 2023"
Navalised Nirbhay in a new avatar to be tested,https://idrw.org/navalised-nirbhay-in-a-new-avatar-to-be-tested/,"January 30, 2023"
"Lessons from Ukraine, Army keen to fast-track VSHORAD Program",https://idrw.org/lessons-from-ukraine-army-keen-to-fast-track-vshorad-program/,"January 30, 2023"
INS Vikrant again sets for sea trials,https://idrw.org/ins-vikrant-again-gets-for-sea-trials/,"January 30, 2023"
"OPINION : LCA Mk2: Conceived in 2016, born in 2019. It is anything but late.",https://idrw.org/opinion-lca-mk2-conceived-in-2016-born-in-2019-it-is-anything-but-late/,"January 30, 2023"
India plans to develop its 30mmTurret for Armoured personnel carrier,https://idrw.org/india-plans-to-develop-its-30mmturret-for-armoured-personnel-carrier/,"January 29, 2023"
"On Static display, a UAV made by a Private Company at Aero India 2023",https://idrw.org/on-static-display-a-uav-made-by-a-private-company-at-aero-india-2023/,"January 29, 2023"
India issues Fresh NOTAM,https://idrw.org/india-issues-fresh-notam/,"January 29, 2023"
India’s ERSAM to get anti-cruise missile capabilities,https://idrw.org/indias-ersam-to-get-anti-cruise-missile-capabilities/,"January 28, 2023"
Indian Army seeks Mounted Infantry Mortar System (VMIMS),https://idrw.org/indian-army-seeks-mounted-infantry-mortar-system-vmims/,"January 28, 2023"
Super Sukhoi: No Engine Change proposed,https://idrw.org/super-sukhoi-no-engine-change-proposed/,"January 28, 2023"
"Navy unlikely to drop Project-75I, technical relaxations to be offered",https://idrw.org/navy-unlikely-to-drop-project-75i-technical-relaxations-to-be-offered/,"January 27, 2023"
"IR Camera gives great insight into the heat signature of Mig-29, Su-30, Jaguar and Rafale",https://idrw.org/ir-camera-gives-great-insight-into-the-heat-signature-of-mig-29-su-30-jaguar-and-rafale/,"January 27, 2023"
Mig-29K commences Taxi Trials onboard INS Vikrant,https://idrw.org/mig-29k-commences-taxi-trials-onboard-ins-vikrant/,"January 27, 2023"
Tejas Mk2 Rollout in FY25-26 : HAL Chief,https://idrw.org/tejas-mk2-rollout-in-fy25-26-hal-chief/,"January 26, 2023"
IAI and HAL to join hands for HALE Class UAV: HAL Chief,https://idrw.org/iai-and-hal-to-join-hands-for-hale-class-uav-hal-chief/,"January 26, 2023"
Probability of Malaysian order for LCA-Tejas very Low: HAL Chief,https://idrw.org/probability-of-malaysian-order-for-lca-tejas-very-low-hal-chief/,"January 26, 2023"
UAE team to be in India to evaluate Helicopters: HAL Chief,https://idrw.org/uae-team-to-be-in-india-to-evaluate-helicopters-hal-chief/,"January 26, 2023"
IAF needs $4 Billion to upgrade the Su-30 fleet into Super Sukhoi,https://idrw.org/iaf-needs-4-billion-to-upgrade-the-su-30-fleet-into-super-sukhoi/,"January 25, 2023"
Russia to offer its Upgraded the BMP-3 for Indian Army’s FICV Program,https://idrw.org/russia-to-offer-its-upgraded-the-bmp-3-for-indian-armys-ficv-program/,"January 25, 2023"
Indian Army issues RFP for Tethered drones,https://idrw.org/indian-army-issues-rfp-for-tethered-drones/,"January 25, 2023"
Kaveri Marine Gas Turbine is 25% more powerful than its equivariant: DRDO Chief,https://idrw.org/kaveri-marine-gas-turbine-is-25-more-powerful-than-its-equivariant-drdo-chief/,"January 24, 2023"
Zorawar Light Tank Rollout in April,https://idrw.org/zorawar-light-tank-rollout-in-april/,"January 24, 2023"
India might order 2 more Kalvari class submarines,https://idrw.org/india-might-order-2-more-kalvari-class-submarines/,"January 24, 2023"
